TicketID,CustomerID,IssueType,ResolutionTime,FeedbackScore
1120,2566,Payment,42,1
1121,2439,General,32,6
1122,2304,Payment,32,6
1123,2457,Technical,71,4
1124,2968,Technical,22,8
1125,2869,Payment,21,5
1126,2271,General,22,4
1127,2711,Technical,34,7
1128,2216,Technical,10,8
1129,2113,Technical,65,2
1130,2016,Technical,65,1
1131,2216,Technical,67,6
1132,2427,Technical,43,2
1133,2135,Payment,41,8
1134,2043,General,13,5
1135,2764,General,4,2
1136,2284,General,23,5
1137,2834,General,70,2
1138,2098,Payment,34,6
1139,2060,Payment,41,8
1140,2230,General,18,2
1141,2896,Technical,33,6
1142,2643,General,25,6
1143,2385,Technical,52,1
1144,2159,Technical,17,9
1145,2824,Payment,51,8
1146,2471,Technical,3,4
1147,2596,Payment,55,7
1148,2208,General,56,4
1149,2174,Payment,35,8
1150,2800,Technical,68,2
1151,2081,Technical,59,2
1152,2018,Technical,59,3
1153,2708,General,13,4
1154,2291,Payment,62,6
1155,2360,General,47,5
1156,2868,Payment,3,7
1157,2279,General,21,6
1158,2975,General,65,4
1159,2397,Technical,18,9
1160,2974,General,13,7
1161,2766,General,71,1
1162,2142,Payment,45,8
1163,2677,General,62,4
1164,2517,Technical,30,7
1165,2251,General,14,2
1166,2662,Payment,53,3
1167,2540,Payment,10,1
1168,2237,General,31,2
1169,2132,General,6,5
1170,2306,Payment,19,2
1171,2358,Technical,12,6
1172,2285,General,64,6
1173,2293,Technical,55,6
1174,2163,Technical,67,3
1175,2916,General,9,3
1176,2419,Technical,6,7
1177,2739,Payment,1,4
1178,2468,Technical,42,6
1179,2642,Payment,55,8
1180,2884,General,49,3
1181,2570,Technical,30,9
1182,2507,Payment,35,9
1183,2658,Payment,63,3
1184,2478,General,22,6
1185,2362,Technical,43,5
1186,2312,Payment,28,4
1187,2634,Payment,18,8
1188,2704,General,32,9
1189,2245,Technical,69,9
1190,2477,Technical,54,5
1191,2615,Payment,34,5
1192,2891,Technical,31,3
1193,2436,Technical,4,9
1194,2250,Technical,14,1
1195,2022,Technical,15,3
1196,2477,Technical,60,7
1197,2572,Technical,20,7
1198,2750,Technical,20,5
1199,2906,Payment,49,6
1200,2852,Payment,68,4
1201,2511,Technical,18,8
1202,2896,Technical,24,4
1203,2336,General,27,6
1204,2646,Payment,33,5
1205,2849,General,64,6
1206,2774,Payment,25,3
1207,2342,General,69,3
1208,2338,General,18,7
1209,2480,General,45,1
1210,2924,Payment,20,1
1211,2042,Payment,35,1
1212,2074,Technical,6,6
1213,2809,Payment,9,4
1214,2831,Payment,52,6
1215,2022,Payment,28,1
1216,2220,Payment,19,4
1217,2079,Technical,63,4
1218,2235,Technical,7,2
1219,2157,Payment,37,1
1220,2327,General,36,8
1221,2114,General,17,6
1222,2802,Payment,37,4
1223,2608,Technical,60,2
1224,2642,General,49,5
1225,2922,Technical,56,9
1226,2621,Technical,34,7
1227,2587,General,30,4
1228,2985,Payment,27,5
1229,2275,Technical,51,8
1230,2381,General,9,5
1231,2020,Technical,20,6
1232,2673,General,47,6
1233,2209,Payment,19,8
1234,2884,Payment,68,5
1235,2606,Payment,12,1
1236,2594,Technical,5,4
1237,2864,Payment,69,3
1238,2616,Payment,25,2
1239,2749,Payment,31,7
1240,2772,Payment,46,7
1241,2160,General,34,8
1242,2915,General,41,5
1243,2899,Technical,68,1
1244,2998,General,38,6
1245,2860,General,46,6
1246,2573,General,69,8
1247,2038,General,27,2
1248,2118,General,43,9
1249,2390,Payment,71,6
1250,2824,Technical,45,1
1251,2680,General,18,9
1252,2377,General,32,8
1253,2849,Technical,2,1
1254,2874,General,41,8
1255,2376,General,20,7
1256,2581,Technical,58,5
1257,2595,Payment,38,6
1258,2747,Payment,1,4
1259,2042,Technical,69,9
1260,2611,Payment,54,9
1261,2470,Payment,14,1
1262,2984,Payment,25,9
1263,2458,Payment,9,3
1264,2130,General,61,2
1265,2028,Technical,52,4
1266,2745,Payment,8,4
1267,2741,Payment,16,9
1268,2629,Technical,8,4
1269,2913,General,23,5
1270,2326,Payment,34,6
1271,2509,Payment,18,4
1272,2619,General,44,1
1273,2891,Technical,15,2
1274,2325,Payment,15,3
1275,2807,Payment,23,4
1276,2903,Technical,65,5
1277,2160,General,71,3
1278,2516,Technical,32,1
1279,2661,Payment,32,8
1280,2746,General,33,8
1281,2254,General,43,4
1282,2928,General,13,7
1283,2248,Technical,9,4
1284,2850,Technical,62,3
1285,2353,Technical,57,7
1286,2398,Payment,48,6
1287,2582,Technical,43,1
1288,2203,General,67,9
1289,2302,Payment,32,2
1290,2148,Payment,60,3
1291,2221,Payment,1,5
1292,2698,General,57,3
1293,2867,Technical,69,3
1294,2848,General,69,8
1295,2560,Technical,68,4
1296,2263,Payment,61,2
1297,2296,Payment,8,5
1298,2315,General,7,2
1299,2292,Technical,37,8
1300,2684,Payment,42,3
1301,2876,General,32,2
1302,2031,General,17,3
1303,2682,Technical,28,3
1304,2044,Technical,70,1
1305,2939,Technical,48,3
1306,2555,Payment,54,3
1307,2943,General,42,4
1308,2134,Technical,36,8
1309,2349,General,66,9
1310,2219,Payment,31,1
1311,2450,Payment,65,1
1312,2504,Technical,3,6
1313,2086,Payment,13,1
1314,2251,General,31,5
1315,2265,General,29,1
1316,2523,Payment,57,8
1317,2080,Payment,33,5
1318,2621,Payment,53,6
1319,2461,General,10,4
1320,2630,Payment,63,8
1321,2252,Technical,65,9
1322,2018,Technical,2,9
1323,2256,General,2,1
1324,2245,Payment,69,7
1325,2153,Payment,37,4
1326,2609,Payment,2,8
1327,2500,Technical,61,7
1328,2458,Technical,40,1
1329,2698,Technical,63,1
1330,2542,Technical,25,1
1331,2115,Technical,38,2
1332,2753,General,37,2
1333,2769,General,27,9
1334,2447,Payment,50,5
1335,2353,Payment,34,1
1336,2625,Technical,44,7
1337,2847,Payment,4,2
1338,2541,General,52,3
1339,2322,General,55,4
1340,2459,Payment,12,3
1341,2949,Technical,14,3
1342,2226,General,35,9
1343,2756,Payment,6,4
1344,2361,Technical,47,8
1345,2531,Payment,23,1
1346,2834,Technical,68,6
1347,2112,Technical,65,1
1348,2212,General,59,5
1349,2233,General,9,7
1350,2948,Payment,58,1
1351,2159,Payment,48,9
1352,2572,Technical,63,9
1353,2885,General,9,6
1354,2324,Technical,44,2
1355,2093,Technical,46,2
1356,2248,Technical,15,9
1357,2670,Technical,53,4
1358,2141,Technical,48,6
1359,2911,Technical,42,2
1360,2404,Payment,17,4
1361,2930,General,35,2
1362,2732,General,31,3
1363,2404,Technical,4,2
1364,2818,Technical,48,8
1365,2601,Technical,14,5
1366,2667,General,25,5
1367,2414,General,46,8
1368,2440,Technical,48,8
1369,2233,General,40,7
1370,2980,Technical,50,5
1371,2193,Technical,7,7
1372,2099,Technical,60,1
1373,2951,Payment,35,3
1374,2113,General,63,3
1375,2619,General,20,2
1376,2536,General,16,6
1377,2281,Technical,22,3
1378,3000,Payment,36,4
1379,2949,Technical,19,3
1380,2716,Technical,2,7
1381,2523,Technical,68,4
1382,2350,Payment,7,5
1383,2316,Technical,47,7
1384,2717,Technical,49,4
1385,2943,Payment,43,6
1386,2921,Technical,32,9
1387,2500,Technical,17,6
1388,2537,General,14,5
1389,2913,Payment,32,1
1390,2652,General,60,8
1391,2635,Technical,60,5
1392,2436,Payment,52,5
1393,2523,Payment,66,3
1394,2778,Technical,4,2
1395,2593,General,63,1
1396,2444,Technical,33,9
1397,2822,Payment,1,5
1398,2621,Payment,64,4
1399,2208,Technical,37,7
1400,2831,Technical,70,4
1401,2756,Technical,7,2
1402,2276,Technical,24,9
1403,2497,General,68,8
1404,2773,General,55,4
1405,2297,General,3,8
1406,2374,General,23,9
1407,2575,Payment,36,2
1408,2184,Payment,57,4
1409,2032,General,48,6
1410,2283,Technical,13,7
1411,2836,Payment,61,5
1412,2873,Technical,24,7
1413,2432,General,43,4
1414,2519,Payment,33,8
1415,2686,Payment,24,3
1416,2462,Payment,22,3
1417,2871,Payment,52,5
1418,2984,General,6,6
1419,2368,Payment,19,3
1420,2658,General,29,2
1421,2252,Payment,64,5
1422,2166,General,14,6
1423,2615,General,30,3
1424,3000,Technical,71,7
1425,2705,General,21,3
1426,2529,Technical,65,2
1427,2602,Payment,4,4
1428,2371,Technical,46,3
1429,2598,General,8,7
1430,2103,Technical,18,8
1431,2594,Payment,60,3
1432,2126,Technical,45,6
1433,2038,General,31,1
1434,2348,General,28,5
1435,2213,Payment,64,2
1436,2319,Payment,37,1
1437,2998,Technical,67,7
1438,2737,Payment,68,4
1439,2734,General,35,5
1440,2426,Technical,36,2
1441,2247,Technical,57,8
1442,2648,Technical,70,3
1443,2286,Technical,4,7
1444,2231,Payment,49,1
1445,2320,Technical,39,1
1446,2512,Technical,18,7
1447,2521,Technical,60,1
1448,2225,General,10,9
1449,2506,General,23,9
1450,2825,Payment,68,8
1451,2107,General,59,8
1452,2699,General,7,4
1453,2733,Payment,13,4
1454,2607,Payment,3,5
1455,2707,Technical,40,9
1456,2754,Technical,11,3
1457,2742,Payment,51,4
1458,2331,Technical,23,5
1459,2005,Technical,32,7
1460,2863,Technical,41,5
1461,2468,Payment,42,9
1462,2516,General,38,6
1463,2776,General,67,3
1464,2938,Payment,42,6
1465,2765,Payment,43,6
1466,2163,Technical,33,1
1467,2653,Payment,37,7
1468,2901,Payment,57,3
1469,2808,Payment,64,1
1470,2531,Payment,64,1
1471,2082,Technical,60,5
1472,2481,Technical,52,2
1473,2893,Payment,68,2
1474,2516,Payment,27,4
1475,2640,General,59,7
1476,2187,General,19,8
1477,2146,Payment,3,7
1478,2152,General,39,9
1479,2363,General,66,7
1480,2093,Technical,56,4
1481,2031,Technical,6,9
1482,2826,Technical,28,9
1483,2540,General,48,3
1484,2649,Payment,48,8
1485,2941,Technical,67,1
1486,2602,General,54,2
1487,2049,Payment,16,8
1488,2879,Technical,35,8
1489,2258,General,30,6
1490,2518,Technical,48,8
1491,2541,General,69,8
1492,2410,Technical,8,2
1493,2156,General,51,3
1494,2775,Payment,10,7
1495,2546,Technical,28,3
1496,2440,Technical,36,2
1497,2237,General,60,6
1498,2650,Payment,10,2
1499,2368,Payment,14,2
1500,3000,Technical,63,2
1501,2057,General,47,4
1502,2175,Technical,69,7
1503,2214,General,56,6
1504,2027,Payment,6,5
1505,2807,Technical,19,4
1506,2918,General,52,2
1507,2119,Payment,62,8
1508,2147,General,49,2
1509,2868,Technical,11,8
1510,2265,General,46,4
1511,2403,Technical,69,5
1512,2258,Payment,45,1
1513,2860,General,58,2
1514,2189,Payment,32,8
1515,2827,Payment,10,1
1516,2743,Technical,13,3
1517,2982,Technical,13,2
1518,2499,Payment,36,5
1519,2710,Technical,19,4
1520,2239,Payment,7,4
1521,2327,Technical,15,4
1522,2070,Technical,46,4
1523,2929,General,48,4
1524,2764,General,66,6
1525,2974,Technical,4,2
1526,2705,Payment,3,4
1527,2025,Payment,3,7
1528,2582,Payment,69,7
1529,2156,Technical,28,1
1530,2658,Technical,23,9
1531,2831,Payment,30,7
1532,2219,General,62,6
1533,2561,General,51,2
1534,2379,Payment,41,6
1535,2892,Technical,64,5
1536,2194,Technical,43,9
1537,2040,Payment,58,1
1538,2597,General,59,5
1539,2343,Payment,40,3
1540,2503,Payment,46,9
1541,2450,Payment,62,1
1542,2336,General,49,6
1543,2004,Payment,23,3
1544,2802,General,44,1
1545,2759,Technical,44,3
1546,2517,General,19,2
1547,2497,General,44,8
1548,2226,Payment,11,3
1549,2150,Technical,60,7
1550,2238,Payment,38,6
1551,2660,General,3,7
1552,2103,General,16,7
1553,2175,Payment,9,1
1554,2461,Technical,41,4
1555,2748,General,38,4
1556,2034,General,69,5
1557,2684,General,65,5
1558,2518,Technical,35,8
1559,2440,Payment,35,4
1560,2285,Technical,48,1
1561,2225,Technical,8,5
1562,2565,General,27,1
1563,2257,Technical,9,3
1564,2059,General,30,8
1565,2944,Technical,14,5
1566,2246,Technical,23,7
1567,2519,Payment,29,1
1568,2214,Technical,26,6
1569,2928,Payment,15,8
1570,2590,General,67,6
1571,2701,General,16,4
1572,2953,Payment,13,8
1573,2819,General,24,8
1574,2216,General,62,6
1575,2403,Technical,57,8
1576,2283,Payment,36,6
1577,2831,General,60,4
1578,2956,Payment,22,6
1579,2573,Technical,3,9
1580,2573,General,36,8
1581,2215,General,36,7
1582,2382,Payment,10,5
1583,2045,General,21,7
1584,2917,Payment,49,1
1585,2172,General,9,8
1586,2221,Technical,52,5
1587,2385,Technical,48,7
1588,2095,Payment,60,7
1589,2859,General,50,8
1590,2044,General,39,7
1591,2228,Payment,16,6
1592,2574,Technical,28,6
1593,2317,Technical,6,5
1594,2731,Technical,61,5
1595,2335,Payment,6,4
1596,2601,Technical,66,7
1597,2624,Payment,40,3
1598,2719,Technical,71,5
1599,3000,Technical,62,3
1600,2467,Payment,28,8
1601,2879,General,47,5
1602,2818,General,9,6
1603,2715,General,52,1
1604,2297,Technical,15,4
1605,2545,Technical,34,9
1606,2489,General,20,5
1607,2215,Technical,60,1
1608,2524,Technical,58,4
1609,2002,General,67,6
1610,2875,Payment,2,7
1611,2661,General,50,7
1612,2654,General,14,8
1613,2802,Payment,56,5
1614,2207,Technical,69,6
1615,2341,General,44,2
1616,2704,General,46,2
1617,2407,Technical,6,3
1618,2853,Technical,8,4
1619,2306,Payment,39,6
1620,2507,Technical,44,6
1621,2910,General,27,3
1622,2469,Technical,16,1
1623,2764,Technical,39,3
1624,2716,Payment,1,4
1625,2874,Payment,51,9
1626,2558,General,63,8
1627,2886,General,33,4
1628,2495,Technical,50,7
1629,2261,General,54,9
1630,2578,General,27,2
1631,2662,Technical,19,3
1632,2582,Technical,28,1
1633,2364,Technical,23,8
1634,2514,Payment,64,2
1635,2541,Payment,39,7
1636,2768,Technical,49,7
1637,2573,Payment,59,3
1638,2612,Payment,20,2
1639,2896,Payment,61,3
1640,2455,General,9,8
1641,2144,Technical,23,9
1642,2192,Technical,7,8
1643,2865,General,31,2
1644,2353,Payment,60,9
1645,2782,Technical,61,6
1646,2299,Payment,26,2
1647,2460,General,54,9
1648,2427,Payment,31,5
1649,2838,General,41,6
1650,2823,General,28,1
1651,2716,Payment,6,2
1652,2757,Payment,34,1
1653,2031,Technical,9,4
1654,2332,General,12,2
1655,2970,Payment,16,1
1656,2936,Payment,71,3
1657,2411,Technical,31,4
1658,2052,Technical,33,4
1659,2384,Technical,7,3
1660,2243,General,3,2
1661,2775,Technical,20,8
1662,2686,General,5,2
1663,2612,Technical,67,5
1664,2417,General,38,7
1665,2475,Technical,56,9
1666,2392,General,23,3
1667,2389,Technical,2,1
1668,2573,Technical,21,9
1669,2968,Payment,14,1
1670,2872,General,62,8
1671,2700,Payment,11,2
1672,2469,General,4,7
1673,2408,Payment,47,3
1674,2519,Technical,20,6
1675,2189,Payment,52,6
1676,2595,Technical,16,4
1677,2351,General,45,8
1678,2932,Technical,8,5
1679,2283,Payment,62,7
1680,2636,General,21,5
1681,2157,Payment,64,4
1682,2599,Technical,30,6
1683,2148,Technical,36,3
1684,2070,Payment,5,6
1685,2972,General,38,6
1686,2370,Payment,19,6
1687,2588,Technical,27,3
1688,2626,General,13,8
1689,2515,Payment,9,4
1690,2234,Technical,17,2
1691,2679,General,44,7
1692,2611,Payment,45,8
1693,2636,General,42,4
1694,2467,Technical,51,6
1695,2557,Payment,58,8
1696,2894,Payment,58,5
1697,2836,Technical,30,9
1698,2287,Technical,5,6
1699,2618,Technical,8,6
1700,2294,Payment,37,2
1701,2481,Technical,47,7
1702,2134,Payment,45,9
1703,2008,Payment,5,5
1704,2028,General,63,5
1705,2783,Technical,47,5
1706,2735,Technical,25,1
1707,2520,General,50,5
1708,2310,Payment,45,8
1709,2646,Payment,30,3
1710,2541,Payment,48,9
1711,2627,Technical,51,9
1712,2494,Payment,55,6
1713,2034,General,55,4
1714,2007,Payment,46,4
1715,2040,Technical,31,1
1716,2330,Technical,34,5
1717,2909,Payment,68,5
1718,2062,Payment,33,5
1719,2086,Technical,56,1
1720,2725,Payment,58,1
1721,2116,General,57,2
1722,2577,Technical,17,1
1723,2297,Payment,11,8
1724,2379,Payment,71,4
1725,2682,Payment,17,6
1726,2628,General,10,8
1727,2322,Technical,26,5
1728,2628,General,6,6
1729,2733,Payment,16,4
1730,2395,General,4,6
1731,2357,Payment,62,6
1732,2562,Payment,64,3
1733,2839,Technical,56,4
1734,2419,Technical,23,6
1735,2478,Payment,33,8
1736,2336,Payment,31,7
1737,2591,Payment,7,4
1738,3000,Technical,5,3
1739,2020,Technical,37,8
1740,2412,Payment,1,6
1741,2891,Technical,70,8
1742,2549,Payment,45,9
1743,2259,General,47,9
1744,2605,Technical,68,9
1745,2699,Payment,30,1
1746,2357,General,60,3
1747,2201,Payment,24,9
1748,2411,General,31,4
1749,2288,Technical,28,2
1750,2048,Technical,45,1
1751,2765,Payment,4,5
1752,2558,Technical,61,4
1753,2370,Technical,39,5
1754,2231,General,24,5
1755,2095,Technical,71,8
1756,2303,General,46,6
1757,2218,General,53,3
1758,2552,General,48,9
1759,2387,Technical,9,8
1760,2715,Payment,22,9
1761,2628,Payment,2,4
1762,2925,Technical,16,8
1763,2091,General,5,3
1764,2058,Technical,12,5
1765,2434,Payment,52,7
1766,2522,General,26,1
1767,2768,Technical,15,1
1768,2829,General,67,3
1769,2761,General,59,4
1770,2483,Payment,39,1
1771,2367,General,63,8
1772,2889,Technical,25,2
1773,2829,General,41,5
1774,2407,General,28,6
1775,2518,Technical,21,6
1776,2331,Payment,61,6
1777,2700,Payment,57,1
1778,2235,Technical,11,3
1779,2883,General,19,3
1780,2411,Technical,1,8
1781,2183,Technical,32,6
1782,2287,Technical,34,2
1783,2123,Payment,17,1
1784,2158,General,55,4
1785,2323,Technical,19,1
1786,2013,Payment,42,5
1787,2827,Payment,59,8
1788,2566,General,38,2
1789,2872,Technical,31,8
1790,2789,General,66,8
1791,2555,Technical,69,6
1792,2779,Payment,50,8
1793,2621,Payment,30,2
1794,2835,General,35,7
1795,2678,Technical,59,8
1796,2863,General,17,4
1797,2920,Technical,66,9
1798,2618,General,21,6
1799,2563,Payment,52,3
1800,2204,General,65,4
1801,2957,Technical,14,4
1802,2302,General,16,1
1803,2043,Technical,55,1
1804,2795,General,9,1
1805,2597,Technical,8,4
1806,2729,Technical,34,1
1807,2670,Technical,33,6
1808,2862,General,7,2
1809,2506,General,21,1
1810,2639,Payment,5,7
1811,2191,Technical,71,6
1812,2778,Payment,12,1
1813,2899,Payment,59,9
1814,2973,Technical,58,6
1815,2060,Payment,37,2
1816,2795,General,45,7
1817,2466,Payment,25,3
1818,2379,General,27,7
1819,2429,Technical,51,9
1820,2062,Technical,42,5
1821,2920,Technical,71,1
1822,2302,Payment,42,5
1823,2638,Technical,60,8
1824,2974,Technical,58,8
1825,2999,General,22,3
1826,2172,Payment,58,4
1827,2505,Payment,11,8
1828,2063,Technical,6,8
1829,2772,Payment,22,7
1830,2016,Technical,12,6
1831,2691,General,27,4
1832,2842,Payment,1,9
1833,2880,Payment,64,2
1834,2101,General,39,2
1835,2987,Payment,60,1
1836,2176,Technical,70,3
1837,2193,Payment,54,3
1838,2965,Payment,25,4
1839,2973,General,20,3
1840,2813,General,36,6
1841,2899,Technical,23,9
1842,2273,Payment,1,8
1843,2467,Payment,27,6
1844,2933,General,52,8
1845,2773,Technical,2,8
1846,2175,Payment,21,6
1847,2234,Technical,9,2
1848,2812,Payment,48,5
1849,2216,General,39,4
1850,2491,General,42,6
1851,2417,General,71,2
1852,2759,General,45,4
1853,2533,General,2,8
1854,2451,General,67,1
1855,2836,Technical,43,3
1856,2755,General,18,4
1857,2800,Technical,39,2
1858,2280,General,6,2
1859,2244,Payment,42,6
1860,2675,Payment,52,6
1861,2146,Payment,27,3
1862,2067,Technical,15,8
1863,2103,General,19,3
1864,2310,Technical,62,2
1865,2922,General,64,5
1866,2956,Payment,51,7
1867,2637,Technical,47,1
1868,2117,General,57,2
1869,2472,Technical,20,2
1870,2763,Technical,20,8
1871,2321,Payment,64,6
1872,2435,Payment,38,4
1873,2370,Payment,38,4
1874,2738,Payment,65,5
1875,2700,Payment,5,3
1876,2187,General,64,4
1877,2588,General,27,4
1878,2785,Payment,20,7
1879,2469,Payment,60,7
1880,2661,Payment,40,1
1881,2707,Technical,6,3
1882,2876,Payment,36,9
1883,2796,General,65,6
1884,2473,General,11,6
1885,2556,Technical,49,4
1886,2454,General,28,9
1887,2446,Payment,22,3
1888,2682,Technical,47,8
1889,2094,Technical,66,6
1890,2736,General,25,2
1891,2790,Payment,67,3
1892,2038,Payment,32,1
1893,2782,Payment,17,3
1894,2482,Technical,40,4
1895,2747,General,30,6
1896,2111,General,59,7
1897,2890,General,28,3
1898,2410,Payment,47,7
1899,2168,Technical,23,4
1900,2566,Technical,57,1
1901,2397,General,1,1
1902,2127,General,29,8
1903,2990,Technical,50,7
1904,2787,General,64,4
1905,2042,Technical,37,1
1906,2041,Technical,61,6
1907,2562,General,7,7
1908,2487,Technical,64,6
1909,2899,Technical,18,6
1910,2671,General,29,8
1911,2844,General,60,6
1912,2399,General,54,2
1913,2182,Technical,21,7
1914,2181,General,21,4
1915,2941,General,58,3
1916,2678,Technical,49,8
1917,2744,Technical,36,5
1918,2718,General,17,4
1919,2867,General,53,4
1920,2464,Technical,15,5
1921,2050,Technical,40,4
1922,2408,Payment,51,3
1923,2401,Technical,65,4
1924,2146,Technical,13,5
1925,2298,Payment,38,2
1926,2145,General,26,7
1927,2016,Payment,15,5
1928,2085,Technical,5,9
1929,2216,Payment,2,6
1930,2482,Payment,65,1
1931,2052,Payment,60,9
1932,2548,Payment,56,5
1933,2107,Payment,38,9
1934,2219,Payment,57,1
1935,2935,General,51,2
1936,2337,Payment,41,3
1937,2921,Payment,70,5
1938,2371,Payment,52,6
1939,2998,Payment,1,5
1940,2810,Technical,18,1
1941,2254,Payment,27,4
1942,2405,Payment,42,6
1943,2580,Payment,6,4
1944,2985,General,24,4
1945,2699,Payment,45,5
1946,2636,Technical,71,8
1947,2030,General,7,5
1948,2185,Technical,16,7
1949,2289,General,58,8
1950,2359,General,57,6
1951,2474,Payment,42,6
1952,2985,Payment,14,2
1953,2565,General,56,5
1954,2400,Payment,12,1
1955,2689,Payment,15,9
1956,2984,General,8,7
1957,2133,General,58,2
1958,2502,Technical,53,6
1959,2503,General,9,9
1960,2874,Technical,46,5
1961,2999,Technical,7,3
1962,2077,Payment,44,4
1963,2350,Payment,14,3
1964,2060,General,6,1
1965,2455,General,35,7
1966,2879,Technical,70,8
1967,2465,Technical,61,2
1968,2311,Payment,24,8
1969,2091,General,2,9
1970,2931,General,51,7
1971,2965,General,31,1
1972,2298,General,27,4
1973,2325,Payment,31,7
1974,2280,Payment,70,6
1975,2711,Technical,43,8
1976,2967,Payment,52,6
1977,2118,Technical,14,6
1978,2695,Payment,59,6
1979,2910,Payment,20,7
1980,2567,General,52,5
1981,2271,Technical,40,9
1982,2517,Technical,68,7
1983,2101,Technical,44,1
1984,2388,Payment,6,9
1985,2286,General,57,6
1986,2980,Payment,58,8
1987,2053,General,30,9
1988,2730,Payment,52,2
1989,2841,Technical,11,2
1990,2798,Payment,47,5
1991,2240,Technical,5,5
1992,2214,General,3,2
1993,2616,Technical,15,4
1994,2361,Technical,2,9
1995,2364,Technical,2,4
1996,2734,Technical,54,1
1997,2852,General,46,5
1998,2860,Payment,41,2
1999,2701,Payment,69,6
2000,2327,Payment,30,1
2001,2836,Payment,44,7
2002,2476,Technical,10,7
2003,2823,General,30,4
2004,2611,General,49,9
2005,2097,Payment,35,3
2006,2327,Payment,65,5
2007,2073,General,17,5
2008,2994,General,31,8
2009,2256,Technical,70,4
2010,2743,General,52,1
2011,2170,General,26,5
2012,2994,Technical,5,1
2013,2333,Technical,14,3
2014,2157,Technical,51,6
2015,2419,General,15,1
2016,2941,General,12,3
2017,2458,General,46,7
2018,2734,Technical,64,2
2019,2876,General,59,6
2020,2858,General,26,7
2021,2099,Technical,29,2
2022,2732,Payment,4,5
2023,2925,Payment,50,1
2024,2244,General,25,3
2025,2966,Technical,40,1
2026,2771,Technical,32,3
2027,2477,General,37,4
2028,2441,General,10,5
2029,2194,Payment,38,4
2030,2375,Technical,61,4
2031,2662,General,27,9
2032,2367,Technical,7,9
2033,2155,General,9,9
2034,2499,Payment,59,5
2035,2534,General,36,5
2036,2458,Payment,30,2
2037,2628,Payment,19,6
2038,2113,General,41,2
2039,2945,General,55,5
2040,2723,Payment,6,5
2041,2024,Technical,22,4
2042,2283,Technical,70,5
2043,2292,Payment,24,7
2044,2363,Payment,62,2
2045,2401,General,42,1
2046,2568,General,22,4
2047,2266,Payment,16,7
2048,2054,Payment,13,1
2049,2849,Technical,37,4
2050,2620,Technical,52,6
2051,2714,Technical,24,6
2052,2714,Payment,17,1
2053,2422,Payment,16,7
2054,2849,Technical,1,5
2055,2895,Technical,1,6
2056,2474,General,30,1
2057,2730,General,24,7
2058,2243,Payment,46,4
2059,2354,General,2,3
2060,2388,Payment,15,4
2061,2178,Payment,29,9
2062,2475,Payment,62,5
2063,2573,Technical,13,5
2064,2405,General,65,8
2065,2036,General,45,7
2066,2358,General,47,3
2067,2558,General,16,1
2068,2607,Technical,3,2
2069,2327,General,70,3
2070,2044,General,5,1
2071,2320,Technical,26,1
2072,2738,General,15,8
2073,2658,General,55,8
2074,2472,Technical,22,2
2075,2269,Technical,37,8
2076,2525,Technical,29,2
2077,2025,Technical,26,5
2078,2773,Payment,70,1
2079,2640,Technical,11,9
2080,2551,General,20,4
2081,2157,General,70,2
2082,2876,General,33,1
2083,2185,General,30,6
2084,2174,Payment,50,8
2085,2929,Payment,34,4
2086,2984,Payment,5,1
2087,2394,General,12,1
2088,2186,General,52,6
2089,2281,Technical,51,2
2090,2586,Technical,21,5
2091,2295,General,71,2
2092,2528,Technical,58,9
2093,2188,Technical,64,2
2094,2412,General,6,5
2095,2972,Payment,49,4
2096,2684,General,37,1
2097,2186,General,10,9
2098,2544,Technical,66,3
2099,2575,Technical,56,8
2100,2861,General,71,4
2101,2301,Payment,66,9
2102,2309,General,45,5
2103,2189,Payment,68,2
2104,2818,Payment,64,8
2105,2411,General,16,4
2106,2538,General,10,2
2107,2387,General,21,6
2108,2858,Payment,12,1
2109,2551,Technical,13,8
2110,2193,Payment,10,9
2111,2163,Payment,13,7
2112,2053,Payment,34,9
2113,2475,Technical,59,2
2114,2174,Payment,49,1
2115,2196,Payment,6,7
2116,2211,Payment,12,4
2117,2790,Technical,29,8
2118,2700,Payment,26,3
2119,2390,Technical,68,7
2120,2308,Technical,16,7
2121,2457,General,53,9
2122,2331,General,19,4
2123,2726,General,47,1
2124,2495,Technical,32,7
2125,2329,General,70,6
2126,2029,General,70,1
2127,2683,General,61,9
2128,2122,Technical,5,8
2129,2458,Payment,59,4
2130,2418,General,2,5
2131,2159,General,2,8
2132,2598,General,3,2
2133,2814,General,70,6
2134,2516,Technical,43,2
2135,2002,Payment,5,8
2136,2645,Payment,50,5
2137,2302,General,10,3
2138,2079,Payment,27,2
2139,2659,General,24,4
2140,2678,General,22,8
2141,2315,Payment,3,1
2142,2975,Payment,16,3
2143,2750,Technical,30,1
2144,2328,General,43,2
2145,2276,Payment,4,7
2146,2716,Technical,40,1
2147,2452,Payment,16,9
2148,2565,Payment,16,8
2149,2486,General,66,1
2150,2107,Technical,55,1
2151,2567,General,20,2
2152,2246,Payment,51,2
2153,2935,Technical,57,6
2154,2889,General,51,1
2155,2164,Technical,18,4
2156,2954,Payment,59,7
2157,2527,Technical,28,9
2158,2001,Payment,69,3
2159,2863,General,28,4
2160,2137,Payment,13,5
2161,2151,Payment,6,5
2162,2180,Technical,29,2
2163,2922,Technical,9,5
2164,2744,General,29,1
2165,2487,Technical,38,7
