CustomerID,PlanType,RenewalDate,Status
2779,Premium,1/18/2027,Active
2780,Basic,1/19/2027,Active
2781,Basic,1/20/2027,Active
2782,Premium,1/21/2027,Active
2783,Pro,1/22/2027,Active
2784,Premium,1/23/2027,Inactive
2785,Premium,1/24/2027,Active
2786,Basic,1/25/2027,Active
2787,Premium,1/26/2027,Inactive
2788,Pro,1/27/2027,Inactive
2789,Premium,1/28/2027,Active
2790,Basic,1/29/2027,Active
2791,Pro,1/30/2027,Active
2792,Pro,1/31/2027,Inactive
2793,Basic,2/1/2027,Inactive
2794,Basic,2/2/2027,Active
2795,Premium,2/3/2027,Active
2796,Basic,2/4/2027,Active
2797,Basic,2/5/2027,Inactive
2798,Basic,2/6/2027,Active
2799,Basic,2/7/2027,Active
2800,Pro,2/8/2027,Active
2801,Pro,2/9/2027,Active
2802,Pro,2/10/2027,Active
2803,Basic,2/11/2027,Active
2804,Premium,2/12/2027,Active
2805,Premium,2/13/2027,Inactive
2806,Premium,2/14/2027,Inactive
2807,Premium,2/15/2027,Inactive
2808,Pro,2/16/2027,Inactive
2809,Premium,2/17/2027,Inactive
2810,Pro,2/18/2027,Active
2811,Premium,2/19/2027,Inactive
2812,Premium,2/20/2027,Active
2813,Pro,2/21/2027,Inactive
2814,Pro,2/22/2027,Active
2815,Premium,2/23/2027,Inactive
2816,Basic,2/24/2027,Inactive
2817,Premium,2/25/2027,Active
2818,Premium,2/26/2027,Inactive
2819,Premium,2/27/2027,Active
2820,Pro,2/28/2027,Active
2821,Premium,3/1/2027,Inactive
2822,Basic,3/2/2027,Inactive
2823,Premium,3/3/2027,Inactive
2824,Basic,3/4/2027,Active
2825,Basic,3/5/2027,Inactive
2826,Basic,3/6/2027,Active
2827,Premium,3/7/2027,Inactive
2828,Pro,3/8/2027,Inactive
2829,Pro,3/9/2027,Active
2830,Premium,3/10/2027,Inactive
2831,Premium,3/11/2027,Inactive
2832,Basic,3/12/2027,Active
2833,Premium,3/13/2027,Inactive
2834,Pro,3/14/2027,Active
2835,Premium,3/15/2027,Inactive
2836,Premium,3/16/2027,Inactive
2837,Premium,3/17/2027,Inactive
2838,Basic,3/18/2027,Inactive
2839,Premium,3/19/2027,Active
2840,Premium,3/20/2027,Active
2841,Premium,3/21/2027,Inactive
2842,Pro,3/22/2027,Active
2843,Basic,3/23/2027,Inactive
2844,Basic,3/24/2027,Active
2845,Pro,3/25/2027,Inactive
2846,Basic,3/26/2027,Active
2847,Pro,3/27/2027,Active
2848,Basic,3/28/2027,Active
2849,Basic,3/29/2027,Active
2850,Basic,3/30/2027,Inactive
2851,Premium,3/31/2027,Active
2852,Basic,4/1/2027,Active
2853,Premium,4/2/2027,Active
2854,Premium,4/3/2027,Active
2855,Premium,4/4/2027,Active
2856,Pro,4/5/2027,Active
2857,Basic,4/6/2027,Active
2858,Basic,4/7/2027,Inactive
2859,Basic,4/8/2027,Inactive
2860,Premium,4/9/2027,Inactive
2861,Basic,4/10/2027,Active
2862,Premium,4/11/2027,Active
2863,Premium,4/12/2027,Inactive
2864,Premium,4/13/2027,Inactive
2865,Premium,4/14/2027,Inactive
2866,Basic,4/15/2027,Active
2867,Premium,4/16/2027,Inactive
2868,Pro,4/17/2027,Inactive
2869,Pro,4/18/2027,Active
2870,Pro,4/19/2027,Inactive
2871,Premium,4/20/2027,Inactive
2872,Basic,4/21/2027,Active
2873,Basic,4/22/2027,Active
2874,Premium,4/23/2027,Inactive
2875,Premium,4/24/2027,Inactive
2876,Premium,4/25/2027,Inactive
2877,Pro,4/26/2027,Inactive
2878,Premium,4/27/2027,Active
2879,Premium,4/28/2027,Active
2880,Basic,4/29/2027,Active
2881,Basic,4/30/2027,Active
2882,Pro,5/1/2027,Active
2883,Pro,5/2/2027,Active
2884,Pro,5/3/2027,Inactive
2885,Pro,5/4/2027,Inactive
2886,Premium,5/5/2027,Inactive
2887,Premium,5/6/2027,Active
2888,Pro,5/7/2027,Inactive
2889,Pro,5/8/2027,Active
2890,Basic,5/9/2027,Active
2891,Basic,5/10/2027,Active
2892,Basic,5/11/2027,Active
2893,Pro,5/12/2027,Active
2894,Basic,5/13/2027,Inactive
2895,Pro,5/14/2027,Active
2896,Premium,5/15/2027,Inactive
2897,Pro,5/16/2027,Active
2898,Premium,5/17/2027,Inactive
2899,Premium,5/18/2027,Inactive
2900,Pro,5/19/2027,Inactive
2901,Basic,5/20/2027,Inactive
2902,Pro,5/21/2027,Inactive
2903,Basic,5/22/2027,Active
2904,Premium,5/23/2027,Inactive
2905,Premium,5/24/2027,Active
2906,Premium,5/25/2027,Inactive
2907,Premium,5/26/2027,Active
2908,Pro,5/27/2027,Active
2909,Premium,5/28/2027,Active
2910,Basic,5/29/2027,Inactive
2911,Basic,5/30/2027,Active
2912,Premium,5/31/2027,Inactive
2913,Pro,6/1/2027,Active
2914,Premium,6/2/2027,Inactive
2915,Premium,6/3/2027,Active
2916,Basic,6/4/2027,Inactive
2917,Pro,6/5/2027,Active
2918,Pro,6/6/2027,Active
2919,Basic,6/7/2027,Active
2920,Basic,6/8/2027,Inactive
2921,Basic,6/9/2027,Active
2922,Pro,6/10/2027,Active
2923,Basic,6/11/2027,Active
2924,Basic,6/12/2027,Active
2925,Basic,6/13/2027,Inactive
2926,Premium,6/14/2027,Inactive
2927,Pro,6/15/2027,Inactive
2928,Pro,6/16/2027,Active
2929,Premium,6/17/2027,Inactive
2930,Pro,6/18/2027,Active
2931,Basic,6/19/2027,Active
2932,Premium,6/20/2027,Active
2933,Basic,6/21/2027,Inactive
2934,Basic,6/22/2027,Active
2935,Basic,6/23/2027,Inactive
2936,Basic,6/24/2027,Active
2937,Pro,6/25/2027,Inactive
2938,Premium,6/26/2027,Inactive
2939,Premium,6/27/2027,Inactive
2940,Basic,6/28/2027,Active
2941,Premium,6/29/2027,Inactive
2942,Premium,6/30/2027,Inactive
2943,Basic,7/1/2027,Active
2944,Basic,7/2/2027,Inactive
2945,Pro,7/3/2027,Inactive
2946,Pro,7/4/2027,Inactive
2947,Basic,7/5/2027,Active
2948,Pro,7/6/2027,Inactive
2949,Pro,7/7/2027,Inactive
2950,Premium,7/8/2027,Inactive
2951,Basic,7/9/2027,Active
2952,Premium,7/10/2027,Inactive
2953,Premium,7/11/2027,Inactive
2954,Basic,7/12/2027,Active
2955,Premium,7/13/2027,Inactive
2956,Pro,7/14/2027,Inactive
2957,Pro,7/15/2027,Inactive
2958,Pro,7/16/2027,Active
2959,Pro,7/17/2027,Inactive
2960,Pro,7/18/2027,Active
2961,Premium,7/19/2027,Inactive
2962,Basic,7/20/2027,Inactive
2963,Premium,7/21/2027,Active
2964,Premium,7/22/2027,Inactive
2965,Pro,7/23/2027,Inactive
2966,Pro,7/24/2027,Active
2967,Premium,7/25/2027,Active
2968,Premium,7/26/2027,Active
2969,Basic,7/27/2027,Inactive
2970,Basic,7/28/2027,Active
2971,Basic,7/29/2027,Inactive
2972,Basic,7/30/2027,Active
2973,Basic,7/31/2027,Active
2974,Pro,8/1/2027,Active
2975,Basic,8/2/2027,Inactive
2976,Premium,8/3/2027,Inactive
2977,Pro,8/4/2027,Inactive
2978,Premium,8/5/2027,Active
2979,Pro,8/6/2027,Inactive
2980,Pro,8/7/2027,Inactive
2981,Basic,8/8/2027,Active
2982,Premium,8/9/2027,Inactive
2983,Basic,8/10/2027,Active
2984,Premium,8/11/2027,Active
2985,Premium,8/12/2027,Inactive
2986,Basic,8/13/2027,Active
2987,Basic,8/14/2027,Inactive
2988,Pro,8/15/2027,Active
2989,Pro,8/16/2027,Inactive
2990,Pro,8/17/2027,Inactive
2991,Premium,8/18/2027,Inactive
2992,Basic,8/19/2027,Active
2993,Pro,8/20/2027,Inactive
2994,Basic,8/21/2027,Active
2995,Pro,8/22/2027,Inactive
2996,Pro,8/23/2027,Inactive
2997,Basic,8/24/2027,Active
2998,Pro,8/25/2027,Inactive
2999,Basic,8/26/2027,Inactive
3000,Pro,8/27/2027,Active
